Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
10011;Bourse du Travail;OUI;17;0;14;12;2;OUI;OUI;2025-10-24T18:55:52+00:00;48.868976638826, 2.3623438552022;Paris;75056;
16105;Crevaux - Bugeaud;OUI;31;28;3;2;1;OUI;OUI;2025-10-24T18:55:10+00:00;48.87080942867, 2.2811490076919;Paris;75056;
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;30;0;0;0;OUI;OUI;2025-10-24T18:54:40+00:00;48.82414282524159, 2.3158789426088333;Paris;75056;
8117;Place de la Madeleine - Royale;OUI;43;31;9;7;2;OUI;OUI;2025-10-24T18:58:30+00:00;48.869228052648, 2.324421107769;Paris;75056;
8027;Mairie du 8ème;OUI;28;19;8;3;5;OUI;OUI;2025-10-24T18:58:36+00:00;48.877932, 2.318264;Paris;75056;
5007;Ecoles - Carmes;OUI;36;20;10;9;1;OUI;OUI;2025-10-24T18:54:46+00:00;48.848904447989, 2.3473486304283;Paris;75056;
10006;Petites Ecuries - Faubourg Saint-Denis;OUI;28;2;23;17;6;OUI;OUI;2025-10-24T18:59:05+00:00;48.87287120589831, 2.3542150855064397;Paris;75056;
18202;Diane Arbus;OUI;38;33;2;0;2;OUI;OUI;2025-10-24T18:58:18+00:00;48.898800717199, 2.3524022474885;Paris;75056;
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;32;1;0;1;OUI;OUI;2025-10-24T18:58:34+00:00;48.82233088973263, 2.298571803412886;Malakoff;92046;
3008;Perle - Vieille du Temple;OUI;36;13;19;8;11;OUI;OUI;2025-10-24T18:55:34+00:00;48.8601346, 2.3611206;Paris;75056;
4103;Archives - Rivoli;OUI;25;2;22;14;8;OUI;OUI;2025-10-24T18:58:02+00:00;48.857346707443, 2.3539767041802;Paris;75056;
10204;Dunkerque - Maubeuge;OUI;1;1;0;0;0;NON;NON;2025-10-23T05:25:24+00:00;48.880432768947, 2.3528900992907;Paris;75056;
7021;Bosquet - Saint-Dominique;OUI;28;16;10;7;3;OUI;OUI;2025-10-24T18:57:18+00:00;48.858651709526, 2.3037165802346;Paris;75056;
5015;Epée de Bois - Mouffetard;OUI;63;56;4;3;1;OUI;OUI;2025-10-24T18:54:53+00:00;48.841508690388835, 2.350066713988781;Paris;75056;
2015;Louis le Grand - Italiens;OUI;33;13;16;13;3;OUI;OUI;2025-10-24T18:58:33+00:00;48.870508937204, 2.3340544619393;Paris;75056;
44014;Camille Risch - Paul Armangot;OUI;25;20;5;1;4;OUI;OUI;2025-10-24T18:58:28+00:00;48.774703, 2.373685;Vitry-sur-Seine;94081;
32013;Saint-Denis - Université;OUI;24;13;10;4;6;OUI;OUI;2025-10-24T18:58:40+00:00;48.94563430946964, 2.3638297989964485;Saint-Denis;93066;
12037;Reuilly - Daumesnil;OUI;36;29;6;1;5;OUI;OUI;2025-10-24T18:56:42+00:00;48.8395385, 2.3972516;Paris;75056;
2003;Saint-Denis - Réaumur;OUI;32;1;29;22;7;OUI;OUI;2025-10-24T18:59:06+00:00;48.8661116315789, 2.3507790675507594;Paris;75056;
1007;Turbigo - Française;OUI;16;2;10;7;3;OUI;OUI;2025-10-24T18:57:59+00:00;48.86358858111446, 2.3477794602513313;Paris;75056;
22503;Joffre - Aigle;OUI;20;14;4;3;1;OUI;OUI;2025-10-24T18:56:13+00:00;48.904033, 2.245096;La Garenne-Colombes;92035;
21309;Mairie d'Issy;OUI;41;23;17;9;8;OUI;OUI;2025-10-24T18:56:22+00:00;48.823767792468, 2.2723111510277;Issy-les-Moulineaux;92040;
12020;Cours de Vincennes - Soult;OUI;45;20;25;12;13;OUI;OUI;2025-10-24T18:58:04+00:00;48.846918761569, 2.4105220288038;Paris;75056;
7012;Cité Vaneau;OUI;26;15;9;6;3;OUI;OUI;2025-10-24T18:58:53+00:00;48.8542210666207, 2.319614924490452;Paris;75056;
2021;Cléry - Montmartre;OUI;58;19;34;31;3;OUI;OUI;2025-10-24T18:59:02+00:00;48.867458, 2.3445211;Paris;75056;
18034;Leibniz - Jean Dollfus;OUI;32;29;3;0;3;OUI;OUI;2025-10-24T18:59:04+00:00;48.896328348515986, 2.333390423834684;Paris;75056;
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;36;4;1;3;OUI;OUI;2025-10-24T18:52:46+00:00;48.90406266961591, 2.273416221141815;Courbevoie;92026;
20024;Gambetta - Père Lachaise;OUI;29;28;1;0;1;OUI;OUI;2025-10-24T18:59:11+00:00;48.864295696165875, 2.398228667282044;Paris;75056;
3009;Temple - Haudriettes;OUI;19;2;12;10;2;OUI;OUI;2025-10-24T18:54:08+00:00;48.861636880212, 2.3566960206458;Paris;75056;
3010;Beaubourg - Michel-le-Comte;OUI;17;1;13;4;9;OUI;OUI;2025-10-24T18:58:33+00:00;48.862534941806, 2.3543103039265;Paris;75056;
14132;Bézout - Général Leclerc;OUI;30;20;9;7;2;OUI;OUI;2025-10-24T18:56:25+00:00;48.82884804502439, 2.3285973072052;Paris;75056;
18140;Porte de Clignancourt - Ney;OUI;40;27;12;6;6;OUI;OUI;2025-10-24T18:57:45+00:00;48.899641123987095, 2.344321422278881;Paris;75056;
4014;Blancs-Manteaux - Archives;OUI;29;6;21;16;5;OUI;OUI;2025-10-24T18:57:52+00:00;48.85941800703, 2.3559471219778;Paris;75056;
19002;Centquatre;OUI;42;33;5;0;5;OUI;OUI;2025-10-24T18:57:28+00:00;48.889333538455, 2.3707854375243;Paris;75056;
3012;Square Emile - Chautemps;OUI;25;1;20;11;9;OUI;OUI;2025-10-24T18:54:43+00:00;48.867433724231, 2.3536357283592;Paris;75056;
9009;Square Montholon;OUI;21;16;4;2;2;OUI;OUI;2025-10-24T18:57:33+00:00;48.876620377545024, 2.3457641154527664;Paris;75056;
23702;Hôtel de Ville de Chaville;OUI;20;19;1;0;1;OUI;OUI;2025-10-24T18:58:57+00:00;48.80887149094033, 2.188134044408798;Chaville;92022;
10034;Louis Blanc - La Chapelle;OUI;21;11;6;4;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.884008964514, 2.3599335551262;Paris;75056;
14022;Didot - Mariniers;OUI;35;34;0;0;0;OUI;OUI;2025-10-24T18:56:54+00:00;48.82650543613106, 2.313136198271666;Paris;75056;
16102;Pergolèse - Marbeau;OUI;27;22;5;2;3;OUI;OUI;2025-10-24T18:55:55+00:00;48.873568706869, 2.2815125225299;Paris;75056;
19012;Lally-Tollendal - Armand Carrel;OUI;28;26;0;0;0;OUI;OUI;2025-10-24T18:57:40+00:00;48.88270066221072, 2.374717555940151;Paris;75056;
4021;Centre Georges Pompidou;OUI;26;4;21;6;15;OUI;OUI;2025-10-24T18:58:39+00:00;48.861419, 2.352581;Paris;75056;
31001;Lagny - Auguste Blanqui;OUI;27;20;2;1;1;OUI;OUI;2025-10-24T18:58:02+00:00;48.84922568052601, 2.4218603968620305;Montreuil;93048;
20034;Sorbier - Ménilmontant;OUI;24;21;2;0;2;OUI;OUI;2025-10-24T18:59:12+00:00;48.868542395661, 2.3897721245885;Paris;75056;
21507;Gardenat-Lapostol - Velettes;OUI;20;12;7;7;0;OUI;OUI;2025-10-24T18:56:31+00:00;48.87387, 2.224185;Suresnes;92073;
20001;Place de la Nation - Charonne;OUI;36;33;3;0;3;OUI;OUI;2025-10-24T18:50:15+00:00;48.848364667777, 2.3997623859813;Paris;75056;
22306;Place du 17 Octobre;OUI;20;15;3;2;1;OUI;OUI;2025-10-24T18:57:39+00:00;48.91962690034779, 2.2978286134199792;Gennevilliers;92036;
17019;Phalsbourg - Villiers;OUI;20;15;5;2;3;OUI;OUI;2025-10-24T18:52:07+00:00;48.88242307900951, 2.3090453445911407;Paris;75056;
22502;Kléber - National;OUI;20;14;6;2;4;OUI;OUI;2025-10-24T18:59:03+00:00;48.906333898712234, 2.2393910586833954;La Garenne-Colombes;92035;
19010;Emile Reynaud - Porte de la Villette;OUI;22;8;12;4;8;OUI;OUI;2025-10-24T18:56:27+00:00;48.90098953630053, 2.3887022584676743;Paris;75056;
4015;Mairie du 4ème;OUI;44;2;38;29;9;OUI;OUI;2025-10-24T18:59:08+00:00;48.855949910497, 2.3563823103905;Paris;75056;
22301;Chausson - Gabriel Péri;OUI;22;13;9;5;4;OUI;OUI;2025-10-24T18:50:02+00:00;48.921891003481115, 2.2952306270599365;Gennevilliers;92036;
3003;Fille du Calvaire - Turenne;OUI;29;6;17;13;4;OUI;OUI;2025-10-24T18:59:16+00:00;48.86210505412563, 2.3649600148200993;Paris;75056;
15132;Bargue -  Dutot;OUI;21;16;4;2;2;OUI;OUI;2025-10-24T18:49:46+00:00;48.837884, 2.308876;Paris;75056;
19111;Cesaria Evora - Rosa Parks;OUI;39;34;5;2;3;OUI;OUI;2025-10-24T18:50:15+00:00;48.89717672825043, 2.3745173960924144;Paris;75056;
20006;Pyrénées - Plaine;OUI;12;9;1;1;0;OUI;OUI;2025-10-24T18:57:33+00:00;48.85026702458, 2.4062821269035;Paris;75056;
9111;Victoire - Laffitte;OUI;20;19;0;0;0;OUI;OUI;2025-10-24T18:51:32+00:00;48.87514373494672, 2.338118505144376;Paris;75056;
21953;Gare de Bellevue;OUI;20;19;1;0;1;OUI;OUI;2025-10-24T18:53:58+00:00;48.8192404685572, 2.2295309230685234;Meudon;92048;
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;75;12;60;47;13;OUI;OUI;2025-10-24T18:59:08+00:00;48.842319830109, 2.3670300096273;Paris;75056;
14019;Sarrette - Général Leclerc;OUI;22;21;1;0;1;OUI;OUI;2025-10-24T18:58:21+00:00;48.825030852925, 2.3264128693982;Paris;75056;
8036;Lisbonne - Monceau;OUI;47;47;0;0;0;OUI;OUI;2025-10-24T18:57:52+00:00;48.877455676814, 2.3096942214195;Paris;75056;
3011;Turbigo - Réaumur;OUI;31;0;30;16;14;OUI;OUI;2025-10-24T18:57:47+00:00;48.865574047531, 2.3564198613167;Paris;75056;
6031;Pierre Sarrazin - Saint-Michel;OUI;33;12;17;13;4;OUI;OUI;2025-10-24T18:58:06+00:00;48.850908146398, 2.342130728066;Paris;75056;
31709;Place de la Fraternité;OUI;22;14;7;2;5;OUI;OUI;2025-10-24T18:56:02+00:00;48.85716405838368, 2.422847449779511;Montreuil;93048;
48005;Eugène Varlin - Place de la Paix;OUI;23;17;4;0;4;OUI;OUI;2025-10-24T18:58:03+00:00;48.792862, 2.363093;Villejuif;94076;
8028;Arsène Houssaye - Champs-Elysées;OUI;52;49;2;0;2;OUI;OUI;2025-10-24T18:58:19+00:00;48.873409276267, 2.2977904602885;Paris;75056;
14133;Froidevaux - Boulard;OUI;35;34;1;0;1;OUI;OUI;2025-10-24T18:59:09+00:00;48.835147319625, 2.3294411972165;Paris;75056;
10027;Dunkerque - Alsace;OUI;20;14;3;1;2;OUI;OUI;2025-10-24T18:58:42+00:00;48.879355, 2.358379;Paris;75056;
4012;Tiron - Rivoli;OUI;28;8;18;13;5;OUI;OUI;2025-10-24T18:59:00+00:00;48.855692253233, 2.3579058051109;Paris;75056;
12002;Lacuée - Lyon;OUI;16;1;14;13;1;OUI;OUI;2025-10-24T18:58:38+00:00;48.849268481958, 2.3704585433006;Paris;75056;
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;3;18;6;12;OUI;OUI;2025-10-24T18:55:48+00:00;48.85511009293948, 2.4930700287222862;Fontenay-sous-Bois;94033;
21506;Maurice Payret-Dortail;OUI;22;21;0;0;0;OUI;OUI;2025-10-24T18:50:05+00:00;48.87811957063342, 2.2233625128865246;Suresnes;92073;
1014;Rivoli - Musée du Louvre;OUI;24;12;10;9;1;OUI;OUI;2025-10-24T18:52:58+00:00;48.86364636851945, 2.33409583568573;Paris;75056;
14103;Maine - Liancourt;OUI;27;20;7;5;2;OUI;OUI;2025-10-24T18:52:46+00:00;48.835064363954, 2.323731449974;Paris;75056;
4017;Place de l'Hôtel de Ville;OUI;14;2;9;6;3;OUI;OUI;2025-10-24T18:54:17+00:00;48.8573314, 2.351458;Paris;75056;
3001;Beaumarchais - Saint-Gilles;OUI;51;0;48;27;21;OUI;OUI;2025-10-24T18:59:04+00:00;48.8580378, 2.3679352;Paris;75056;
26006;Bas - Gabriel Péri;OUI;30;5;24;13;11;OUI;OUI;2025-10-24T18:59:16+00:00;48.91585580539625, 2.2948095202445984;Asnières-sur-Seine;92004;
9037;Parme - Clichy;OUI;24;14;8;3;5;OUI;OUI;2025-10-24T18:59:01+00:00;48.881266424227, 2.3281970934506;Paris;75056;
42026;Barbès - Monique Maunoury;OUI;40;25;15;4;11;OUI;OUI;2025-10-24T18:52:55+00:00;48.81552718820216, 2.3687169334905405;Ivry-sur-Seine;94041;
21026;Sèvres - Général Leclerc;OUI;30;13;17;17;0;OUI;OUI;2025-10-24T18:52:27+00:00;48.830121559055, 2.2314262390137;Boulogne-Billancourt;92012;
12163;Hippodrome Paris-Vincennes;OUI;42;40;2;0;2;OUI;OUI;2025-10-24T18:58:36+00:00;48.82048387758518, 2.446271181106568;Paris;75056;
20029;Frères Flavien - Porte des Lilas;OUI;23;22;0;0;0;OUI;OUI;2025-10-24T18:49:57+00:00;48.8780992764359, 2.41104629853209;Paris;75056;
21509;Gardenat Lapostol - Franklin Roosevelt;OUI;24;18;5;1;4;OUI;OUI;2025-10-24T18:54:51+00:00;48.871839, 2.222505;Suresnes;92073;
1102;Française - Etienne Marcel;OUI;37;1;34;31;3;OUI;OUI;2025-10-24T18:57:59+00:00;48.864053304653766, 2.347587011754513;Paris;75056;
13054;Pau Casals - Neuve Tolbiac;OUI;78;55;21;14;7;OUI;OUI;2025-10-24T18:56:46+00:00;48.8311602, 2.3774395;Paris;75056;
13017;Nationale - Vincent Auriol;OUI;33;21;11;6;5;OUI;OUI;2025-10-24T18:58:34+00:00;48.83252708397293, 2.362354410392119;Paris;75056;
2004;Square Pierre Lazareff;OUI;16;1;9;7;2;OUI;OUI;2025-10-24T18:56:37+00:00;48.867141720746, 2.3483933508396;Paris;75056;
15111;Olivier de Serres - Leriche;OUI;25;2;22;6;16;OUI;OUI;2025-10-24T18:57:53+00:00;48.83460221715206, 2.2957482933998112;Paris;75056;
35012;Candale - Mehul;OUI;25;22;2;0;2;OUI;OUI;2025-10-24T18:52:02+00:00;48.8893935006175, 2.414379715919495;Pantin;93055;
21110;Parc Roger Salengro;OUI;35;26;5;5;0;OUI;OUI;2025-10-24T18:56:23+00:00;48.905303858642, 2.31055945158;Clichy;92024;
2016;Aboukir - Alexandrie;OUI;21;1;19;11;8;OUI;OUI;2025-10-24T18:59:11+00:00;48.86868344444473, 2.3502043269474897;Paris;75056;
2005;Montmartre - Etienne Marcel;OUI;16;0;15;13;2;OUI;OUI;2025-10-24T18:55:10+00:00;48.86502194581, 2.3450684401448;Paris;75056;
16044;Porte de Saint Cloud - Parc des Princes;OUI;32;4;27;7;20;OUI;OUI;2025-10-24T18:58:31+00:00;48.838662757066, 2.2525164484978;Paris;75056;
2002;Etienne Marcel - Montorgueil;OUI;28;1;25;20;5;OUI;OUI;2025-10-24T18:57:34+00:00;48.86450567259199, 2.3461959511041637;Paris;75056;
44001;Quai Jules Guesde - Saint-Simon;OUI;30;3;25;19;6;OUI;OUI;2025-10-24T18:55:59+00:00;48.80391487219, 2.4089661620274;Vitry-sur-Seine;94081;
14023;Adolphe Pinard - Victor Hugo;OUI;52;43;7;4;3;OUI;OUI;2025-10-24T18:53:30+00:00;48.8236825874564, 2.3077843710780144;Malakoff;92046;
4007;Place de la Bastille - Bourdon;OUI;35;0;31;21;10;OUI;OUI;2025-10-24T18:58:58+00:00;48.852364355271, 2.3681089282036;Paris;75056;
3006;Mairie du 3ème;OUI;32;2;28;21;7;OUI;OUI;2025-10-24T18:56:29+00:00;48.86446178139141, 2.361762821674347;Paris;75056;
5004;Saint-Jacques - Val de Grâce;OUI;19;14;4;1;3;OUI;OUI;2025-10-24T18:53:44+00:00;48.8417514, 2.3413893;Paris;75056;
5122;Saint-Michel - Luxembourg;OUI;29;23;4;1;3;OUI;OUI;2025-10-24T18:58:51+00:00;48.84501507626, 2.3394941166043;Paris;75056;
10041;Gare du Nord - La Chapelle;OUI;18;14;3;1;2;OUI;OUI;2025-10-24T18:56:08+00:00;48.884178287286, 2.3561057075858;Paris;75056;
3005;Sainte-Elisabeth - Turbigo;OUI;33;0;31;18;13;OUI;OUI;2025-10-24T18:58:55+00:00;48.86610337431, 2.3596492409706;Paris;75056;
4101;Bastille - Beaumarchais;OUI;23;0;21;18;3;OUI;OUI;2025-10-24T18:57:41+00:00;48.853833463852, 2.3685702681541;Paris;75056;
21215;Verdier - Jean Jaurès;OUI;33;25;7;1;6;OUI;OUI;2025-10-24T18:53:55+00:00;48.81614048711214, 2.3123561963438988;Montrouge;92049;
1018;Alger - Rivoli;OUI;21;4;17;15;2;OUI;OUI;2025-10-24T18:57:01+00:00;48.864773553495, 2.3294493936128;Paris;75056;
42704;Mairie du Kremlin-Bicêtre;OUI;25;24;1;1;0;OUI;OUI;2025-10-24T18:51:50+00:00;48.81191981537702, 2.3570189997553825;Le Kremlin-Bicêtre;94043;
23101;Grande Rue - Europe;OUI;25;15;11;7;4;OUI;OUI;2025-10-24T18:49:46+00:00;48.8218104687602, 2.205879874527455;Sèvres;92072;
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;44;0;0;0;OUI;OUI;2025-10-24T18:57:28+00:00;48.8232579, 2.2965213;Vanves;92075;
18015;Custine - Ramey;OUI;41;37;3;0;3;OUI;OUI;2025-10-24T18:52:27+00:00;48.888735896947, 2.3469526693225;Paris;75056;
42211;Séminaire de Conflans - Liberté;OUI;26;23;3;0;3;OUI;OUI;2025-10-24T18:59:06+00:00;48.823194, 2.404179;Charenton-le-Pont;94018;
1116;Ventadour - Opéra;OUI;27;13;13;11;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.866810653323, 2.3343884482519;Paris;75056;
3002;Saint-Gilles - Turenne;OUI;18;2;13;13;0;OUI;OUI;2025-10-24T18:59:14+00:00;48.858158956779, 2.3647149920992;Paris;75056;
1017;Saint-Honoré - 29 juillet;OUI;20;13;6;3;3;OUI;OUI;2025-10-24T18:57:11+00:00;48.86557114282421, 2.330567417577153;Paris;75056;
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;2;18;16;2;OUI;OUI;2025-10-24T18:57:45+00:00;48.86297805972131, 2.3414635285735126;Paris;75056;
6201;Saint Pères - Saint Germain;OUI;22;17;4;1;3;OUI;OUI;2025-10-24T18:52:39+00:00;48.853729675265, 2.3300181032703;Paris;75056;
19130;Place Paul Delouvrier;OUI;42;25;17;6;11;OUI;OUI;2025-10-24T18:53:59+00:00;48.89197621431365, 2.3851288855075836;Paris;75056;
6026;Saint-Placide - Cherche Midi;OUI;66;56;9;6;3;OUI;OUI;2025-10-24T18:56:12+00:00;48.8490535919234, 2.325317971408367;Paris;75056;
21505;Édouard Vaillant - Place Jean Jaurès;OUI;24;20;2;0;2;OUI;OUI;2025-10-24T18:56:34+00:00;48.86265537999924, 2.2089037319128613;Suresnes;92073;
42018;Amédée Huon - Fort d'Ivry;OUI;31;14;16;11;5;OUI;OUI;2025-10-24T18:58:55+00:00;48.805131376899986, 2.388489693403244;Ivry-sur-Seine;94041;
4018;Saint-Bon - Rivoli;OUI;31;5;24;22;2;OUI;OUI;2025-10-24T18:54:20+00:00;48.857999643315, 2.3502172809763;Paris;75056;
1023;Saint-Honoré - Musée du Louvre;OUI;32;23;5;3;2;OUI;OUI;2025-10-24T18:57:45+00:00;48.863443132848, 2.3348781846405;Paris;75056;
4009;Village Saint-Paul;OUI;28;0;28;21;7;OUI;OUI;2025-10-24T18:58:46+00:00;48.852639866625, 2.3607301712036;Paris;75056;
48008;Guy Môquet - Parvis Georges Marchais;OUI;30;29;0;0;0;OUI;OUI;2025-10-24T18:58:24+00:00;48.79518840095975, 2.35943466424942;Villejuif;94076;
2012;Choiseul - Quatre Septembre;OUI;44;4;6;5;1;OUI;OUI;2025-10-24T18:54:20+00:00;48.869935533187, 2.3359975218773;Paris;75056;
19202;Marseillaise - Grenade;OUI;45;30;15;5;10;OUI;OUI;2025-10-24T18:59:14+00:00;48.889371092747, 2.3979396821544;Paris;75056;
33020;Waldeck Rochet - Germaine Tillon;OUI;31;21;4;2;2;OUI;OUI;2025-10-24T18:55:57+00:00;48.91105960199651, 2.3676301538944244;Aubervilliers;93001;
5003;Le Goff - Gay-Lussac;OUI;35;29;6;2;4;OUI;OUI;2025-10-24T18:57:01+00:00;48.846102400979, 2.3412207886577;Paris;75056;
32019;Place du 8 mai 1945.;OUI;30;5;21;19;2;OUI;OUI;2025-10-24T18:56:42+00:00;48.938882272105, 2.3566243797541;Saint-Denis;93066;
17021;Jouffroy d'Abbans - Villiers;OUI;34;32;0;0;0;OUI;OUI;2025-10-24T18:58:27+00:00;48.884215547037, 2.3056533560157;Paris;75056;
9039;Chaussée d'Antin - Haussmann;OUI;28;24;4;4;0;OUI;OUI;2025-10-24T18:58:51+00:00;48.87243, 2.33359;Paris;75056;
43403;Gare RER - Canadiens;OUI;40;36;1;0;1;OUI;OUI;2025-10-24T18:57:22+00:00;48.819659244971, 2.4644082766769;Joinville-le-Pont;94042;
22506;Gare des Vallées;OUI;20;13;5;2;3;OUI;OUI;2025-10-24T18:58:32+00:00;48.913179, 2.257726;La Garenne-Colombes;92035;
12164;Stade Pershing;OUI;26;18;7;3;4;OUI;OUI;2025-10-24T18:57:15+00:00;48.829107826857, 2.4583535268903;Paris;75056;
1025;Oratoire - Rivoli;OUI;18;4;12;9;3;OUI;OUI;2025-10-24T18:55:38+00:00;48.861342760889, 2.3400047421455;Paris;75056;
12203;Nicolaï - Charenton;OUI;44;22;19;14;5;OUI;OUI;2025-10-24T18:56:51+00:00;48.835478791995, 2.392894725661;Paris;75056;
27001;Square Victor Basch;OUI;20;9;10;8;2;OUI;OUI;2025-10-24T18:54:32+00:00;48.914304862261, 2.2289156913757;Colombes;92025;
28005;Jean Jaurès - Paul Lafargue;OUI;28;21;5;0;5;OUI;OUI;2025-10-24T18:58:10+00:00;48.884933177666, 2.2484488785267;Puteaux;92062;
2008;Mairie du 2ème;OUI;28;20;7;6;1;OUI;OUI;2025-10-24T18:59:16+00:00;48.8672190355135, 2.3404625437747044;Paris;75056;
35005;Quai de l'Aisne - Général Leclerc;OUI;27;21;5;1;4;OUI;OUI;2025-10-24T18:53:02+00:00;48.895713, 2.400571;Pantin;93055;
1026;Place du Lieutenant Henri Karcher;OUI;30;6;22;22;0;OUI;OUI;2025-10-24T18:58:20+00:00;48.863490871724466, 2.3400671035051346;Paris;75056;
18112;Arthur Ranc - Hôpital Bichat;OUI;26;24;1;0;1;OUI;OUI;2025-10-24T18:56:40+00:00;48.8978712500682, 2.333521842956543;Paris;75056;
17106;Berthier - Porte de Clichy;OUI;24;0;24;16;8;OUI;OUI;2025-10-24T18:58:30+00:00;48.894222687781, 2.3125872006816;Paris;75056;
42028;Verdun - Carnot;OUI;28;22;6;0;6;OUI;OUI;2025-10-24T18:58:17+00:00;48.808439376064946, 2.373795211315155;Ivry-sur-Seine;94041;
32024;Port - Confluence;OUI;26;9;16;3;13;OUI;OUI;2025-10-24T18:57:01+00:00;48.936093926526, 2.3436167797955;Saint-Denis;93066;
22603;Place de la Division Leclerc;OUI;34;15;17;1;16;OUI;OUI;2025-10-24T18:51:46+00:00;48.793824988636516, 2.2731140430551027;Fontenay-aux-Roses;92032;
15040;Saint-Amand - Labrouste;OUI;36;28;6;1;5;OUI;OUI;2025-10-24T18:59:12+00:00;48.834097274832295, 2.3087677359581;Paris;75056;
12113;Cardinal Lavigerie;OUI;46;30;16;9;7;OUI;OUI;2025-10-24T18:57:55+00:00;48.832934193699835, 2.402636749399156;Paris;75056;
23107;Gare de Sèvres - Ville d'Avray;OUI;22;21;1;0;1;OUI;OUI;2025-10-24T18:59:05+00:00;48.826262366227, 2.2001516849313;Sèvres;92072;
42019;Lampes;OUI;43;13;28;26;2;OUI;OUI;2025-10-24T18:55:54+00:00;48.81152481985875, 2.4017931148409843;Ivry-sur-Seine;94041;
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;17;4;0;4;OUI;OUI;2025-10-24T18:50:01+00:00;48.791782341055324, 2.297856844961643;Fontenay-aux-Roses;92032;
27006;Victor Hugo - Gare;OUI;22;9;13;9;4;OUI;OUI;2025-10-24T18:59:14+00:00;48.923133952658, 2.2600970417261;Colombes;92025;
14201;Decrès - Alésia;OUI;30;24;4;0;4;OUI;OUI;2025-10-24T18:56:33+00:00;48.832200060759, 2.3139070151575;Paris;75056;
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;18;4;14;5;9;OUI;OUI;2025-10-24T18:57:20+00:00;48.8811043724, 2.3366955667734;Paris;75056;
3007;Archives - Pastourelle;OUI;28;1;20;16;4;OUI;OUI;2025-10-24T18:54:03+00:00;48.8623615, 2.3595041;Paris;75056;
1024;Coquillière - Louvre;OUI;21;2;19;17;2;OUI;OUI;2025-10-24T18:58:47+00:00;48.863795909662, 2.3425736278296;Paris;75056;
31020;Résistance - Parmentier;OUI;35;16;18;9;9;OUI;OUI;2025-10-24T18:54:35+00:00;48.85965138131299, 2.436705082654953;Montreuil;93048;
19046;Porte de Pantin.;OUI;33;7;24;3;21;OUI;OUI;2025-10-24T18:57:58+00:00;48.889199725577, 2.3950181901455;Paris;75056;
16139;Suresnes - Muette à Neuilly;OUI;30;24;1;1;0;OUI;OUI;2025-10-24T18:57:46+00:00;48.868570404348, 2.266000919044;Paris;75056;
2102;Saint-Marc - Feydeau;OUI;37;10;23;12;11;OUI;OUI;2025-10-24T18:51:16+00:00;48.870326843044, 2.3418715826353;Paris;75056;
12166;Parc Floral du Bel Air;OUI;25;18;3;2;1;OUI;OUI;2025-10-24T18:58:41+00:00;48.839285711865735, 2.438560165464878;Paris;75056;
6029;Vaugirard - Monsieur le Prince;OUI;26;20;5;3;2;OUI;OUI;2025-10-24T18:53:56+00:00;48.848951441614, 2.3411329463124;Paris;75056;
21119;Belfort - Victor Hugo;OUI;24;18;5;3;2;OUI;OUI;2025-10-24T18:58:19+00:00;48.9018492, 2.3172724;Clichy;92024;
23301;Les Blagis;OUI;27;4;21;15;6;OUI;OUI;2025-10-24T18:55:00+00:00;48.785205, 2.302526;Sceaux;92071;
16010;Belles Feuilles - Place de Mexico;OUI;23;20;3;1;2;OUI;OUI;2025-10-24T18:49:50+00:00;48.865804746474, 2.2829206287861;Paris;75056;
42210;Victor Hugo - Paul Eluard;OUI;32;24;6;4;2;OUI;OUI;2025-10-24T18:56:54+00:00;48.819602554907, 2.4114319673051;Charenton-le-Pont;94018;
16201;Porte Dauphine;OUI;65;59;5;5;0;OUI;OUI;2025-10-24T18:56:01+00:00;48.871139344351, 2.2749781616017;Paris;75056;
34013;Blanqui - Docteur Bauer;OUI;28;20;7;5;2;OUI;OUI;2025-10-24T12:29:56+00:00;48.907735489085, 2.3407192814591;Saint-Ouen-sur-Seine;93070;
23042;André Theuriet - Blagis;OUI;30;22;7;6;1;OUI;OUI;2025-10-24T18:56:32+00:00;48.77977325745441, 2.3130525648593903;Bourg-la-Reine;92014;
21011;Silly - Louis Blériot;OUI;23;1;22;18;4;OUI;OUI;2025-10-24T18:56:53+00:00;48.83219045374266, 2.2340199351310734;Boulogne-Billancourt;92012;
32022;Henri Barbusse - Marcel Cachin;OUI;37;30;4;3;1;OUI;OUI;2025-10-24T18:53:13+00:00;48.93742089281, 2.3720374971659;Saint-Denis;93066;
